Место:		Площадка
Скважина:	Скважина1
Направление:	ВЕРТИКАЛЬНАЯ
Один проход:	НЕТ
Измерение:	9
Создано:	03-04-2022 07:56:59
Завершено:	03-04-2022 14:32:55

Номер	Глубина		Ошибка		X1		Y1		X2		Y2		LX		LY		LR		AR
0	0.0		0.0		0.0		0.0		0.0		0.0		420.0		830.0		930.2		0.0
1	0.0		0.0		0.0		0.0		0.0		0.0		410.0		810.0		907.9		0.0
2	0.0		0.0		0.0		0.0		0.0		0.0		400.0		790.0		885.5		0.0
3	0.0		0.0		0.0		0.0		0.0		0.0		390.0		770.0		863.1		0.0
4	0.0		0.0		0.0		0.0		0.0		0.0		380.0		750.0		840.8		0.0
5	0.0		0.0		0.0		0.0		0.0		0.0		370.0		730.0		818.4		0.0
6	0.0		0.0		0.0		0.0		0.0		0.0		360.0		710.0		796.1		0.0
7	0.0		0.0		0.0		0.0		0.0		0.0		350.0		690.0		773.7		0.0
8	0.0		0.0		0.0		0.0		0.0		0.0		340.0		670.0		751.3		0.0
9	0.0		0.0		0.0		0.0		0.0		0.0		330.0		650.0		729.0		0.0
10	0.0		0.0		0.0		0.0		0.0		0.0		320.0		630.0		706.6		0.0
11	0.0		0.0		-839.6		0.0		644.7		0.0		310.0		610.0		684.3		0.0
12	0.0		0.0		-839.5		0.0		644.7		0.0		300.0		590.0		661.9		0.0
13	0.0		0.0		0.0		0.0		0.0		0.0		290.0		570.0		639.5		0.0
14	0.0		0.0		0.0		0.0		0.0		0.0		280.0		550.0		617.2		0.0
15	0.0		0.0		0.0		0.0		0.0		0.0		270.0		530.0		594.8		0.0
16	0.0		0.0		0.0		0.0		0.0		0.0		260.0		510.0		572.5		0.0
17	0.0		0.0		0.0		0.0		0.0		0.0		250.0		490.0		550.1		0.0
18	0.0		0.0		0.0		0.0		0.0		0.0		240.0		470.0		527.7		0.0
19	0.0		0.0		-839.8		0.0		644.5		0.0		230.0		450.0		505.4		0.0
20	0.0		0.0		0.0		0.0		0.0		0.0		220.0		430.0		483.0		0.0
