Место:		тест 1
Скважина:	Скважина
Направление:	ГОРИЗОНТАЛЬНАЯ
Один проход:	ДА
Измерение:	9
Создано:	31-03-2021 21:20:37
Завершено:	НЕТ

Номер	Глубина		Ошибка		X1		Y1		X2		Y2		LX		LY		LR		AR
0	0.0		0.0		894.5		917.6		-1953.2		-1940.8		0.0		0.0		0.0		0.0
1	0.0		0.0		928.8		0.0		-1933.9		0.0		0.0		0.0		0.0		0.0
2	0.0		0.0		939.9		0.0		-1927.3		0.0		0.0		0.0		0.0		0.0
3	0.0		0.0		953.7		0.0		-1919.8		0.0		0.0		0.0		0.0		0.0
4	0.0		0.0		960.5		0.0		-1916.3		0.0		0.0		0.0		0.0		0.0
5	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
6	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
7	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
8	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
9	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
10	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
11	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
12	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
13	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
14	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
15	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
16	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
17	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
18	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
19	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
20	10.0		0.0		-2880.2		0.0		1043.7		0.0		0.0		0.0		0.0		0.0
